id_hidden,importance_rank_hidden,mineraloccurrencedbk_hidden,inspireid,name,country,Tipo de presencia,deposit_group,deposit_type,inspire_commodity,crm_2023,element,commodity_importance,commodity_group,mine_status,mining_activity_types,has_oremeasures,endownment,reserves,resources,unfc,totalproduction,original_geometry_type,longitude,latitude,srid,valid_geometry,crm_2023_importance
90340128160,0,903401127621,339017,Mina Santa Isabel ó Valdeconejos.,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.042625,41.727367,4326,true,antimony - Not specified
90340128157,0,903401127620,339016,Mina La Cabrera (La_ Huérfana o Los Pastores).,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.002289,41.702906,4326,true,antimony - Not specified
90340127122,0,903401126843,157032,"MINAS DE VILLARBACÚ S.José,Genara,Lolita,Dolores,E",Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-7.130939,42.572299,4326,true,antimony - Not specified
90340128758,0,903401128050,431003,,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-3.544921,41.231425,4326,true,antimony - Not specified
90340126826,0,903401126635,128001,SOSAZ DEL CUMBRAL,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.082871,42.831065,4326,true,antimony - Not specified
90340126831,0,903401126640,128006,SOTO Y AMIO,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.881178,42.7737,4326,true,antimony - Not specified
90340127467,0,903401127096,190038,BIOBRA,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.858275,42.475851,4326,true,antimony - Not specified
90340126120,0,903401126123,101032,DEVESA CORTADA,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.216114,42.833485,4326,true,antimony - Not specified
90340130881,0,903401129548,705024,Petra -22-,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.072536,39.401609,4326,true,antimony - Not specified
90340130886,0,903401129549,705025,La Serafina -pozo 1899 -23-,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.063484,39.456782,4326,true,antimony - Not specified
90340127495,0,903401127122,191024,REMOL-EL POUSEBIÑO,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.81747,42.463374,4326,true,antimony - Not specified
90340136000,0,903401133073,959014,El Chaparral,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-7.096995,37.651303,4326,true,antimony - Not specified
90340137846,0,903401134408,1040013,,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-4.167479,36.857956,4326,true,antimony - Not specified
90340130889,0,903401129550,705026,La Serafina -pozo redondo- 24,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.060778,39.460317,4326,true,antimony - Not specified
90340126319,0,903401126255,105020,MINA MARIA TERESA,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.055322,42.985561,4326,true,antimony - Not specified
90340138646,0,903401134930,1064010,Los Boncales.,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.260045,36.596517,4326,true,antimony - Not specified
90340124030,0,903401124650,51038,MINA LA VACA,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.224484,43.172699,4326,true,antimony - Not specified
90340126323,0,903401126256,105021,MINA DE LAS VIESCAS,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.035337,42.963496,4326,true,antimony - Not specified
90340125259,0,903401125465,70002,MINA PANDEIRO - ALDEA BALADO,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-8.420372,43.071289,4326,true,antimony - Not specified
90340126327,0,903401126259,105024,MINAS DEL REY,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-4.96381,42.938903,4326,true,antimony - Not specified
90340131634,0,903401130032,830015,Sur de Cruces,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.163762,38.634502,4326,true,antimony - Not specified
90340125381,0,903401125570,76001,PERFECTA 8,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.485498,43.083744,4326,true,antimony - Not specified
90340125382,0,903401125571,76002,SIERO,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.467724,43.088754,4326,true,antimony - Not specified
90340130894,0,903401129551,705027,La Serafina -pozo cuadrado- 25,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-6.060721,39.461667,4326,true,antimony - Not specified
90340127074,0,903401126810,156008,SANTA EUFEMIA,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-7.194958,42.578909,4326,true,antimony - Not specified
90340126325,0,903401126258,105023,EL EMPRUNO,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.041243,42.945562,4326,true,antimony - Not specified
90340131049,0,903401129662,727014,Melita,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-7.088599,39.188954,4326,true,antimony - Not specified
90340131054,0,903401129664,727016,Mina San Antonio,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-7.079415,39.1861,4326,true,antimony - Not specified
90340131264,0,903401129802,780003,La Costera,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.21182,38.972413,4326,true,antimony - Not specified
90340131260,0,903401129800,780001,Mina Santa Ana,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.214387,38.9785,4326,true,antimony - Not specified
90340131159,0,903401129737,733001,Benazaire/Collado de la Cigüeña,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-4.994707,39.234916,4326,true,antimony - Not specified
90340131160,0,903401129738,733002,Mina Pilar,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-4.995847,39.213813,4326,true,antimony - Not specified
90340131161,0,903401129739,733003,Dehesa del Pueblo,Spain,Depósito mineral,,,antimony,antimony,Sb,Not specified,special and rare metals,no mine,,no,,,,,,ST_Point,-5.065744,39.168356,4326,true,antimony - Not specified
904401264652,1,904401293588,b127bbb4-901a-1708-986e-07caaad472c9,Fuerteventura,Spain,Presencia,,carbonatite,LREE,LREE,LREE,occurrence,special and rare metals,no mine,,no,,,,,,ST_Point,-13.99,28.62,4326,true,LREE - occurrence
904401264654,1,904401293591,c7ad51f6-6ee5-a796-847d-7b521023faf3,Galineiro,Spain,Presencia,,unsaturated and saturated syenitic and alkali granitic igneous rocks and pegmatites,LREE,LREE,LREE,occurrence,special and rare metals,no mine,,no,,,,,,ST_Point,-8.7,42.13,4326,true,LREE - occurrence
904401264655,1,904401293591,c7ad51f6-6ee5-a796-847d-7b521023faf3,Galineiro,Spain,Presencia,,unsaturated and saturated syenitic and alkali granitic igneous rocks and pegmatites,HREE,HREE,HREE,occurrence,special and rare metals,no mine,,no,,,,,,ST_Point,-8.7,42.13,4326,true,HREE - occurrence
90340126985,2,903401126768,153004,PEDRIÑA LONGA,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.300308,42.621618,4326,true,tantalum - small deposit
90340127314,2,903401127000,185005,ARRA,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.841061,42.400754,4326,true,tantalum - small deposit
90340127311,2,903401126999,185004,AYOS,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.849769,42.417877,4326,true,tantalum - small deposit
90340127763,2,903401127360,261013,MINA PALMIRA,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.796092,42.027823,4326,true,tantalum - small deposit
90340126608,2,903401126457,119010,RUA NUEVA,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.892669,42.774549,4326,true,tantalum - small deposit
90340126970,2,903401126759,151007,INGLATERRA,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.913023,42.643086,4326,true,tantalum - small deposit
90340126966,2,903401126758,151006,PIÑEIRO,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.919719,42.652997,4326,true,tantalum - small deposit
90340139181,2,903401126474,121005,CARBOEIRO,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.237233,42.753865,4326,true,tantalum - small deposit
90340126999,2,903401126773,153009,BUSTELOS,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.239057,42.59466,4326,true,tantalum - small deposit
90340139184,2,903401129091,572013,Mina Horia,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.849408,40.280207,4326,true,tantalum - small deposit
90340127977,2,903401127483,303002,AS MOROGUEIRAS,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.480135,41.99722,4326,true,tantalum - small deposit
90340127980,2,903401127484,303003,PORTO DAVEIRO,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.476125,41.98816,4326,true,tantalum - small deposit
90340139183,2,903401128706,503054,Martinamor II,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.604072,40.818396,4326,true,tantalum - small deposit
90340126996,2,903401126772,153008,GROVAS,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.262982,42.581309,4326,true,tantalum - small deposit
90340127003,2,903401126774,153010,CASTELIÑO,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.206663,42.602095,4326,true,tantalum - small deposit
90340127823,2,903401127389,264012,EL SANTO,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.538629,42.079036,4326,true,tantalum - small deposit
90340127983,2,903401127485,303004,INFESTA,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.500123,41.968662,4326,true,tantalum - small deposit
90340127008,2,903401126776,153012,TRIGUEIRA,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.228499,42.561269,4326,true,tantalum - small deposit
904401264669,2,904401293590,2b071e1b-d2f5-e4fe-18ae-7831fb41c33f,Mulas,Spain,Prospección,,alluvial placer,LREE,LREE,LREE,small deposit,special and rare metals,no mine,,yes,,,"non compliant resource estimate (poorly documented, 1990) : 12 Mt ore @/with 25200 t Total rare earth oxide",,,ST_Point,-3.305556,38.62222,4326,true,LREE - small deposit
90340115752,2,903401115829,153007,,Spain,Depósito mineral,,,lithium,lithium,Li,small deposit,special and rare metals,abandoned,quarry,no,,,,,,ST_Point,-8.20668,42.6053,4326,true,lithium - small deposit
90340127001,2,903401126774,153010,CASTELIÑO,Spain,Depósito mineral,,,lithium,lithium,Li,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.206663,42.602095,4326,true,lithium - small deposit
90340118335,2,903401118048,395003,,Spain,Depósito mineral,,,lithium,lithium,Li,small deposit,special and rare metals,abandoned,quarry,no,,,,,,ST_Point,-6.37306,41.3828,4326,true,lithium - small deposit
904401264670,2,904401293590,2b071e1b-d2f5-e4fe-18ae-7831fb41c33f,Mulas,Spain,Prospección,,alluvial placer,HREE,HREE,HREE,small deposit,special and rare metals,no mine,,yes,,,"non compliant resource estimate (poorly documented, 1990) : 12 Mt ore @/with 25200 t Total rare earth oxide",,,ST_Point,-3.305556,38.62222,4326,true,HREE - small deposit
90340133391,2,903401131233,882007,Indicio de la Casilla,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.324246,38.33013,4326,true,bismuth - small deposit
90340132408,2,903401130574,859014,El Porrejón,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.659987,38.476828,4326,true,bismuth - small deposit
90340132433,2,903401130593,860009,San Rafael (Paraje de Cerro de Lavanderas),Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.491132,38.419578,4326,true,bismuth - small deposit
90340132439,2,903401130598,860014,Paraje de El Oreganal,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.289848,38.341346,4326,true,bismuth - small deposit
90340132510,2,903401130642,860058,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.490926,38.415696,4326,true,bismuth - small deposit
90340132407,2,903401130573,859013,Andresito,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.772167,38.494649,4326,true,bismuth - small deposit
90340138916,2,903401135099,1072010,Mina Atencia. Casa del Alto Padrón,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.15043,36.472811,4326,true,bismuth - small deposit
90340133360,2,903401131204,881043,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.804396,38.271921,4326,true,bismuth - small deposit
90340133359,2,903401131203,881042,Oportunidad,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.735453,38.231886,4326,true,bismuth - small deposit
90340132438,2,903401130597,860013,Marijuana,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.337381,38.363839,4326,true,bismuth - small deposit
90340132432,2,903401130592,860008,Carmela,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.477741,38.408861,4326,true,bismuth - small deposit
90340132410,2,903401130575,859015,mina de Don Juan Herrero,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.643345,38.48857,4326,true,bismuth - small deposit
90340133353,2,903401131197,881036,Irene / San Juan de Dios,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.691701,38.242473,4326,true,bismuth - small deposit
90340133352,2,903401131196,881035,Los Cuatro Amigos,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.688833,38.238505,4326,true,bismuth - small deposit
90340138913,2,903401135098,1072009,Huerta Vinagre Norte,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.153393,36.479067,4326,true,bismuth - small deposit
90340132429,2,903401130589,860005,San Ernesto (Paraje Las Viñas),Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.505867,38.423093,4326,true,bismuth - small deposit
90340133345,2,903401131189,881028,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.662143,38.228504,4326,true,bismuth - small deposit
90340133334,2,903401131179,881018,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.678105,38.234062,4326,true,bismuth - small deposit
90340133436,2,903401131271,882045,Minas de Azuel o Mina San José,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.327835,38.32307,4326,true,bismuth - small deposit
90340129209,2,903401128359,466014,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.054095,41.093617,4326,true,bismuth - small deposit
90340133331,2,903401131176,881015,Mina San Juan de Dios,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.68949,38.246182,4326,true,bismuth - small deposit
90340133329,2,903401131174,881013,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.77247,38.270533,4326,true,bismuth - small deposit
90340132454,2,903401130608,860024,MARIA DEL CARMEN,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.502019,38.425918,4326,true,bismuth - small deposit
90340132453,2,903401130607,860023,CARMELA,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.477611,38.408656,4326,true,bismuth - small deposit
90340133326,2,903401131171,881010,Casa de los Chaparrales,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.786422,38.267068,4326,true,bismuth - small deposit
90340133325,2,903401131170,881009,Mina Cerro Gordo,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.778382,38.26829,4326,true,bismuth - small deposit
90340133324,2,903401131169,881008,Mina Esperanza,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.794184,38.277349,4326,true,bismuth - small deposit
90340132467,2,903401130615,860031,MINA DEL INGLES (DENTRO DE MARIA DEL CARMEN),Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.497503,38.42913,4326,true,bismuth - small deposit
90340133321,2,903401131166,881005,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.797949,38.279364,4326,true,bismuth - small deposit
90340133320,2,903401131165,881004,San Francisco,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.797372,38.276796,4326,true,bismuth - small deposit
90340132437,2,903401130596,860012,Paraje del Pinjillo,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.352427,38.365378,4326,true,bismuth - small deposit
90340132507,2,903401130640,860056,MINA DEL PINJILLO,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.353697,38.365995,4326,true,bismuth - small deposit
90340132495,2,903401130632,860048,MARIJUANA,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.337071,38.364383,4326,true,bismuth - small deposit
90340132494,2,903401130631,860047,,Spain,Depósito mineral,,,bismuth,bismuth,Bi,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.28802,38.341501,4326,true,bismuth - small deposit
90340126967,2,903401126759,151007,INGLATERRA,Spain,Depósito mineral,,,beryllium,beryllium,Be,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.913023,42.643086,4326,true,beryllium - small deposit
90340126963,2,903401126758,151006,PIÑEIRO,Spain,Depósito mineral,,,beryllium,beryllium,Be,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.919719,42.652997,4326,true,beryllium - small deposit
90340127974,2,903401127483,303002,AS MOROGUEIRAS,Spain,Depósito mineral,,,beryllium,beryllium,Be,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.480135,41.99722,4326,true,beryllium - small deposit
90340127750,2,903401127350,261003,TERCIAS,Spain,Depósito mineral,,,beryllium,beryllium,Be,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.759474,42.128174,4326,true,beryllium - small deposit
90340135072,2,903401132448,922019,Sierra Morena 1º,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.884435,37.951383,4326,true,antimony - small deposit
90340127124,2,903401126845,157034,SOLDON.Conc.RITO,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.093218,42.55871,4326,true,antimony - small deposit
90340126697,2,903401126508,125026,PENEDOS DE VILLAPUN,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.038866,42.815427,4326,true,antimony - small deposit
90340126696,2,903401126507,125025,CUBELAS,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.036816,42.822236,4326,true,antimony - small deposit
90340126693,2,903401126504,125022,MINA CARACOCHA,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.992573,42.752941,4326,true,antimony - small deposit
90340137586,2,903401134215,1028007,MINAS DE DON DIEGO y POZO DEL PASTOR MUERTO,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.086844,37.142558,4326,true,antimony - small deposit
90340137773,2,903401134355,1031032,MINAS DE LA CHACONA,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.863091,37.055105,4326,true,antimony - small deposit
90340138341,2,903401134731,1046056,LAS MINILLAS,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.971823,36.998409,4326,true,antimony - small deposit
90340125448,2,903401125631,78008,MINA DE PALOMBAR,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.787163,43.115312,4326,true,antimony - small deposit
90340125447,2,903401125630,78007,MINA VALENTINA,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.793547,43.120558,4326,true,antimony - small deposit
90340125445,2,903401125628,78005,MINA VALERIANA,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.826008,43.131466,4326,true,antimony - small deposit
90340125386,2,903401125575,76006,RIO DE MOURE,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.462737,43.158877,4326,true,antimony - small deposit
90340125385,2,903401125574,76005,EL TUEZANO,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.481881,43.112028,4326,true,antimony - small deposit
90340125384,2,903401125573,76004,VILLARMENTAL,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.488426,43.102267,4326,true,antimony - small deposit
90340125383,2,903401125572,76003,LOS ENTREGALES,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.476947,43.097512,4326,true,antimony - small deposit
90340125258,2,903401125464,70001,ZAMPAÑO,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.417487,43.116478,4326,true,antimony - small deposit
90340138637,2,903401134922,1064002,Cortijo Melero.,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.222653,36.637328,4326,true,antimony - small deposit
90340135464,2,903401132705,937021,La Esmeralda,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.126501,37.667953,4326,true,antimony - small deposit
90340135039,2,903401132430,922001,Sierra Morena 2º,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.898186,37.951946,4326,true,antimony - small deposit
90340128521,2,903401127896,409001,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.826287,41.374358,4326,true,antimony - small deposit
90340128522,2,903401127897,409002,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.812993,41.377483,4326,true,antimony - small deposit
90340128533,2,903401127906,410001,Bilibitana,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.39453,41.418799,4326,true,antimony - small deposit
90340134287,2,903401131879,901019,Don Beck,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.069764,38.160838,4326,true,antimony - small deposit
90340128773,2,903401128063,437001,Mina Leonor,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.787527,41.288926,4326,true,antimony - small deposit
90340128776,2,903401128065,437003,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.777764,41.296929,4326,true,antimony - small deposit
90340128783,2,903401128070,437008,Mina de Tablares,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.734444,41.253072,4326,true,antimony - small deposit
90340128789,2,903401128073,437011,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.744917,41.25651,4326,true,antimony - small deposit
90340128792,2,903401128074,437012,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.74905,41.264464,4326,true,antimony - small deposit
90340133682,2,903401131487,884181,Paraje Barranquillo,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.765564,38.29948,4326,true,antimony - small deposit
